,review_text,majority_vote
1858,jelek sekali..sebab masa adik saya pesan obat dri jam 7 lewat tdi pagi sdh masuk ke Tanga ojek dgn ongkos pembayaran 40 ribu trmasuk uang ojek..di tggu sampai jam 12 siang tidak dtg alasan si ojek kami tidak menunggu..padahal saya menunggu kalau adik saya kerja..jadi saya yg menggu..malah ojek nya suruh bayar tambah kalau mau di antar lagi,ANGER
1859,Chat dokter cpt dan bisa menggunakan asuransi kantor berikut resep obat dan biaya kirim gratis.,HAPPINESS
1860,terimakasih byk Dr Handika sukses sll,HAPPINESS
1861,Dokternya sangat responsif enak diajak konsulnya,HAPPINESS
1862,pin lokasi pada map error jadi menyulitkan driver,SADNESS
1863,"Pernah beli obat tidak sesuai dengan yang tercantum. Tercantum 1 strip isi 10 tablet, tapi yang datang 1 strip isi 6 tablet. Membuat kecewa",SADNESS
1864,"transaksi pesan obaf sy dibatalkan, tidak ada tombol utk pesan ulang. gmn ini? sy ga dpt obat",SADNESS
1865,Sangat membantu utk konsultasi dengan dokter2 spesialis dan umum,HAPPINESS
1866,"saya tidak bisa daftar,padahal nomor telfon sudah benar tapi kode verifikasi tidak di kirimkan",SADNESS
1867,"Sangat membantu sekali disaat seperti sekarang ini, lebih cepat dan lebih mudah",HAPPINESS
1868,MALES PAKE HALODOC POSISI BUTUH OBAT URGENT UDAH NUNGGU LAMA MALAH DICANCEL ASUWLAH,ANGER
1869,Puas dengan konsul nya,HAPPINESS
1870,"Menurut saya, aplikasi halodoc ini super membantu kita dalam kehidupan sehari-hari, karena kalau kita kurang tahu tentang kesehatan, kita semua bisa langsung tanya ke halodoc, dan menurut saya itu sangat membantu kita. Terimakasih halodoc🥰💗",HAPPINESS
1871,kerennn,HAPPINESS
1872,"mungkin dokternya slowrespon, tapi makasih ya halodok dan drh resepnya walaupun telat tapi setidaknya sudah memberi resep, jadi merasa bersalah ngasih ulasan jelek ke drh nya😭🙏",SADNESS
1873,"Aplikasi ini sangat membantu, misalnya obat atau salep yang sulit ditemui di apotek terdekat",HAPPINESS
1874,"Keterangan di aplikasi terkoneksi dengan asuransi, pas pembayaran di minta bayar mandiri. Buat apa saya masukan asuransi saya kalau ujung2 saya di minta bayar semua mandiri tidak terkoneksi asuransi.",SADNESS
1875,kulitku jdi bisa bersih huhu makasi dokter dyah,HAPPINESS
1876,berobat lebih mudah tanpa harus antri,HAPPINESS
1877,Mudah dan praktis,HAPPINESS
1878,"Terima kasih halodoc, Dokternya ramah pelayanan bagus",HAPPINESS
1879,dokternya ramahh,HAPPINESS
1880,Dengan adanya aplikasi halodoc sangat-sangat membantu dan memudahkan informasi pengobatan,HAPPINESS
1881,Good apk,HAPPINESS
1882,Sangat membantu Best pokonya dokternya ramah²,HAPPINESS
1883,"Bagus bgt bgt bgt, sgt membantu ibu2 ini yg susah keluar krn jaga anak dan rumah, bisa konsul dr rumah , terimaksih halodoc",HAPPINESS
1884,"enak konsul bisa dr rumah, dokternya juga cukup teliti dan informatif, jadi kalo lg sakit gak perlu nunggu2 antrian di rs",HAPPINESS
1885,aplikasi jelek karena pesan obat 3hari kemudian baru dikirim... buat apa beli lewat halodoc kalau dikirim 3hari kemudian👎🤣... lebih baik beli langsung saja ke apotek tanpa lewat halodoc... obat kebutuhan mendesak kenapa baru dikirim 3hari kemudian? apa mau tunggu yg sakit sampai sekarat👎obat baru datang kah?.... kalau tidak sanggup ssediakan obat dalam waktu singkat hapus saja sarana jual obat... cukup sedia konsultasi dokter saja...👌👍,ANGER
1886,Sangat membatu sekali,HAPPINESS
1887,menyebalkan. pesen resep udah dibayar.malah dibatalkan begitu pesan ulang minta diresepkan antibiotik yang sama kepada dokter begitu minta jawaban dokternya pasien udah mengunakan berulang2 antibiotik.padahal kiriman batal belum nyampai.apa dokter disini begitu ya.usah jangan ada aplikasi ini.bukan malah.membantu pasien.malah bikin pasien.menderita..buruk sekali,ANGER
1888,"Kecewa banget. Jadwal konsultasi hari ini. Tp dibuka tidak bisa. Padahal kuota masih banyak, baru beli. Bukan apa apa saya sudah sabar nunggu jadwal.",SADNESS
1889,Sangat memuaskan,HAPPINESS
1890,Sangat membantu ketika tidak bisa pergi ke tempat dokter umum setempat,HAPPINESS
1891,Mantaap pelayanannya,HAPPINESS
1892,solusi ketika males keluar,HAPPINESS
1893,"Alhamdulillah saya tidak perlu keluar cari klinik dokter , ckup dri rumah saja",HAPPINESS
1894,Inilah yg meresah para gojek gosend setiap ambilannya jauh 5 kilo terus barangnya suka banget tidak update dari harga dan stoknya terus juga buang waktu setiap kita ke apotek berapk halodoc itupun kalo sampai masih nunggu dulu barangnya dicariin tdk langsung ready ketika driver datang terus juga ongkos kita terima dari nunggu lama gara gara gosend halodoc cuma Rp.8.000 belum sama parkir Rp.2.000/Rp.3.000,SADNESS
1895,Fast Respon,HAPPINESS
1896,"halo bapak ibu, terkait menu kalender menstruasi tidak bisa dibuka. seperti nya ada bud, mohon diperbaiki. nanti bintang 5 lagi deh",SADNESS
1897,Baru pakai apk ini semoga obat yg diresepkan dokter bisa mmbuat sy sembuh:),HAPPINESS
1898,kok di iklan nya gratis pas saya coba malah di suruh bayar padahal lagi kondisi yang buruk,ANGER
1899,"Kecewa, pembelian obat di batalkan tapi yang tidak kembali",SADNESS
1900,Aplikasi yang sangat membantu disaat ada yang sakit dan harus berbuat apa dan obat apa yang harus diberikan. tanpa perlu keluar rumah,HAPPINESS
1901,Puas berkonsultasi,HAPPINESS
1902,"udh bayar, dokternya malah sibuk, uang saya ga tau tuh kemana, aplikasi ga jelas",ANGER
1903,"Sangat membantu saya di rantauan lah kalau untuk sakit ringan yg butuh obat, tidak susah nyari konsultasi dan obatnya di antar, kalau bisa menyebar keseluruh daerah untuk bekerjasama dengan apotik2 per daerahnya, bisa sangat bermanfaat untuk yg merantau",HAPPINESS
1904,sangat efektif dan membantu sekali👍,HAPPINESS
1905,"Aplikasinya sangat membantu untuk kaum gen z yang males keluar rumah dan ingin konsultasi dengan mudah dan dokternya jg ramah""",HAPPINESS
1906,barang tidak sesuai gambar ( Hansaplast Plester 1 Pieces ),SADNESS
1907,Cukup memuaskan penjelasanya. Semoga penyakit segerah sembuh,HAPPINESS
1908,"Sangat membantu, terima kasih",HAPPINESS
1909,Koopetatif,HAPPINESS
1910,Nice,HAPPINESS
1911,Very fast response,HAPPINESS
1912,"pelayanan cepat, obat yang diresepkan selalu cocok alhamdulillah",HAPPINESS
1913,hallo dokter sangat membantu dan terbantu ❤,HAPPINESS
1914,gila nunggu nya kudu sejam keburu mati gue untung anak kos ada yg mau bantu beliin ke apotek yg lumayan jauh modal 30mnit,SADNESS
1915,sangat membantu sekali 🥰,HAPPINESS
1916,"Sangat membatu well, sejauh ini make aplikasi halodoc dr. Martina spesialis kulit sangat top 🫶",HAPPINESS
1917,Membantu jika harus berobat tanpa keluar rumah,HAPPINESS
1918,Bagus dan gercep dokternya,HAPPINESS
1919,Dokter ramah dan sangat cepat penanganan,HAPPINESS
1920,"sangat membantu sekali,simple dan praktis",HAPPINESS
1921,sangat membantu dikala di tempat rantau,HAPPINESS
1922,"Saya sangat kecewa dengan aplikasi ini, sedikit bercerita ,Tadi Saya ambil konsultasi dengan dokter spesalis penyakit dalam yang bernama Dr.**dr.**Sp.PD Saya chat apakah bisa konsultasi lewat telpon dia jawab bisa namun saat Saya telpon tidak diangkat dan waktu Saya yg 30 menit untuk konsultasi habis dengan sia sia padahal Saya sudah bayar, saat Saya chat kenapa tidak dijawab tidak Ada balasan , beginikah pelayanan kalian saya sangat kecewa tidak profesional",SADNESS
1923,membantu,HAPPINESS
1924,"Aplikasi bikin jengkel driver ojol,sebenarnya kalau costumer order lewat halodoc itu sebenarnya di kasih alamat lengkap apa tidak sih....masak tiap dpt order halodoc mesti alamatnya hanya nama jalan,bikin susah",ANGER
1925,Mahal banget jir ongkirnya,SADNESS
1926,bwaagus poll,HAPPINESS
1927,"Tanya doang kasih saran/solusi kaga, sengaja di biarin sampe waktu habis. Mending cerita sama tembok",ANGER
1928,Pelayanan sangat memuaskan,HAPPINESS
1929,sangat helpfull di saat2 genting dan butuh perawatan,HAPPINESS
1930,Saya beli obat gak sampai2 obat gak bisa di lacak nyesel saya beli obat di halodoc,SADNESS
1931,"saldo di halodoc tidak bisa ditarkk ke rekening, untuk CS nya slow sekaliii",SADNESS
1932,"maaf min aku konsul trus tiba"" dibatalkan sm dokter nya karna selesai tugas kayanya tp aku udh bayar trus ko uang ku g balik ya kan belom jd konsul ???",SADNESS
1933,membantu sekalii,HAPPINESS
1934,Dokter baik .penjelasan baik,HAPPINESS
1935,Mantap mudah berobat,HAPPINESS
1936,"Saya sudah konsul di bidan, bidannya ramah sekali saya sukaaa",HAPPINESS
1937,sabar dokternya,HAPPINESS
1938,Mantaap,HAPPINESS
1939,"Bisa memilih dokter yg di inginkan, mendapatkan resep dokter, mendapatkan harganya juga, jd misal beli tdk bingung masalah harganya..",HAPPINESS
1940,Sangat tidak memuaskan,SADNESS
1941,Sangat memudahkan semoga sakit saya cepet sembuh,HAPPINESS
1942,Halo dok sangat membantu krn disaat obat yg dicari tidak ada di apotik / toko obat sekitar kita maka melalui aplikasi ini dimudahkan mendapatkannya ..terima kasih halo dok,HAPPINESS
1943,"tidak perlu ribet pergi apotik, obat langsung dikirim rumah",HAPPINESS
1944,bagusss tapi mahal jir,SADNESS
1945,"Terimakasih halo dok, anak ku sakit bingung harus apa. Syukur nya ada aplikasi yang benar2 sangaaaaaat membantu. Terimaksih juga buat para dokternya yg sejauh ini benar2 kasih resep yg manjur dan ber efek baik buat anak ku. Terimakasih sekali lagi",HAPPINESS
1946,terimakasih dokter nya responsip semua,HAPPINESS
1947,sangat berguna dan membantu sekali,HAPPINESS
1948,Dokternya baik,HAPPINESS
1949,"Sedikit saran aja sih, untuk pengiriman ada baiknya lebih ditingkatkan/perbaharui lagi. Kasihan kami yang diluar jabodetabek membeli obat dihalodoc pengirimannya lama banget dan kurang update dari lacak pesanannya. Mohon diperbaiki lagi🙏",SADNESS
1950,"Mudah, murah , Ramah.",HAPPINESS
1951,bessst harus bangat pake aplikasi ini,HAPPINESS
1952,Aplikasi lama banyak bug terus knapa harus konsultasi kalo mau beli obat dlu mana kadang gk dibales malah didiemin sampe sesi abis,SADNESS
1953,Amat sangat membantu,HAPPINESS
1954,SEMAKIN RIBET DAN BANYAK KENDALA.. .,SADNESS
1955,maaf sebelumnya di liat dokter nya online pas di chat off mana udh bayar rugi banget,SADNESS
1956,"Enak ada halodoc g,perlu jalan cukup di rmh sangat membantu",HAPPINESS
1957,"gelo siah halodok panyateh teu mayar siah ngomongna we garatis ih gelo siah karunya steh aing rakyat jelitaaa, goceng atuh arek mah mayarna naon sakali konsul gocap ih gelo rakus siah maraneh ka puskesmas ge ngan sapuluh rebu siah gelo siah",ANGER
1958,"alternatif jika sedang tidak bisa pergi berobat, dokter informatif, pelayanan ok",HAPPINESS
1959,"Pelayanan konsultasi sangat cepat tanpa perlu menunggu lama, dokter juga sangat tanggap juga bisa mengatur janji konsultasi. Tapi voucher tidak bisa digunakan sama sekali, alangkah baiknya jika sudab mengeluarkan kode voucher bisa digunakan jadi bermanfaat. Dan terkadang saat kita benar² memerlukan obat tsb estimasi terlalu lama",SADNESS
1960,OKE KOK,HAPPINESS
1961,Aplikasi sangat membantu dalam hal urgent pembelian atau mencari obat yg sulit dicari,HAPPINESS
1962,Ga banget ga jelas update trs,ANGER
1963,sangat² membantu,HAPPINESS
1964,muantapp,HAPPINESS
1965,Eazy to use & helpfull,HAPPINESS
1966,"Kecewa banget udah bayar ga bsa chat ama dokternya mana lagi urgent, ya allahh ada ajaa",SADNESS
1967,"Sudah cukup terbantu dgn Halodoc ini, bbrp kali beli obat jg disini. Cuma hari ini baru tau, ternyata ongkir instan yg sy bayar gak full masuk ke driver. Sy tau ada potong aplikasi, cuma kok sebanyak itu. Sy gak tau ini pihak halodoc ikut memotong ongkir atau tidak. Cuma plis, kalaupun iy ikut memoton tolong PERBAIKI. Barusan obat sy diantar oleh bpk yg sdh sepuh, dapat apotek yg lumayan jauh, beliau cuma dpt 11rb. Padahal sy bayar ongkir 23rb. Kalau begini pantas kurir jarang mau ambil. Sedih..",SADNESS
1968,Kereeen banget,HAPPINESS
1969,"bnyk perubahan signifikan di aplikasi. mudah digunakan, cepat, user friendly. aplikasi yg bagus",HAPPINESS
1970,Rugi... Aplikasi gangguan cuma chat 5 menit gk ada tanggapan apa2,SADNESS
1971,mudah dan cepat,HAPPINESS
1972,"Lain kali kalau aku pesan di toko, jangan langsung dibatalkan tanpa alasan ya. Aku kecewa banget, kecewa berat sama kamu.",SADNESS
1973,Fitur layanan pencatatan menstruasi sebelah mana ya? Setelah di update banyak yg berbeda dan saya susah memahami letak fitur sebelumnya,SADNESS
1974,Sangat membantu saat anggota keluarga sakit bisa konsul dg dokter tanpa antri scara fisik,HAPPINESS
1975,Sangat membantu ketika tidak ada waktu untuk berkunjung ke dokter 👍🏻,HAPPINESS
1976,Pelayanan yang baik,HAPPINESS
1977,"Penjelasannya jelas, menjawab semua pertanyaan, emg bener2 konsul dengan ahlinya, best👍🏻",HAPPINESS
1978,"Sebenernya bagus, tp pembayarannya ribet, gabisa via transfer bank, sorry gak semua org pengguna dana, gopay dll",SADNESS
1979,"Hbs chat sama dokter langsung di resepkan obat,dan diantar pula,top deh halo dokter..👍👍👍",HAPPINESS
1980,Kenapa saya tidak bisa kirim foto ya saat sesi chat dengan dokter di aplikasi ini. Ada yang bisa bantu?,SADNESS
1981,helpfull,HAPPINESS
1982,Pesen obatnya lama bangt udh mau 1minggu tp statusnya masih nunggu kurir hadeh gmn ini cs nya cmn gt doang lgi bknnya ngasih tau brp lamanya udh kirim email jg msh lama penangannanya gmn sih ini,ANGER
1983,Dokter arif sangjaya baik dan ramah serta mampu mendengarkan keluhan pasiennya,HAPPINESS
1984,pengalaman pertama konsultasi di aplikasi Halodoc Alhamdulillah cukup membantu.. terimakasih halodoc,HAPPINESS
1985,fast and responsive,HAPPINESS
1986,Ausah sekali Loading nya. Muter muter terus. Padahal mau tes kesehatan di aplkasi ini. Lalu bagaimana? Tolong di perbaiki. Dan di beri fiture chat cs agar masalah cepat teratasi.,SADNESS
1987,"Kecewa banget sama dokter d aplikasi halodoc niat konsultasi sama dr kandungan eh taunya responya slow jawabannya singkat"" kaya nanya ga sama dokter wehh pdhl kt bayar nyesel senyesel padhl rating dr 100 to zonk",SADNESS
1988,"Kenapa voucher halodoc banyak yg gk bisa digunakan? Malahan pas mau dipakai ada tulisan ""kode promo sudah dipakai"" padahal sama sekali belum pernah CO di halodoc. Kenapa tiba2 ada tulisan begitu yah? Dan masih banyak lagi voucher halodoc yg tidak bisa digunakan. Mohon diperbaiki ya😔😔 Padahal vouchernya masih baru update tapi tetep gk bisa digunakan dengan alasan ""KODE PROMO SUDAH DIGUNAKAN"" padahal saya gk pernah CO sekalipun di halodoc",SADNESS
1989,"Apk ny leg nih masa kmrn pesan nya di kirim trs d buka lg blm d kirim,besok nya d buka lg udh d kirim tp pas d cek dalam proses pengiriman. Dua hp sy pke buat apain tp ttp aja brti apk ny dong",ANGER
1990,Cukup membantu☺️,HAPPINESS
1991,"Gak bisa di buka, memuat ulaang terus padahal jaringan lancar",SADNESS
1992,Makin ribet ahhh klaim pengobatan gara2 print kwitansi kurang jelas jadi susah cair penggatian dana pengobatan. Pake aplikasi malah bikin sulit,SADNESS
1993,"Aplikasinya sangat bagus, dokternya memberikan penjelasan sangat baik",HAPPINESS
1994,"Konsultasi enak, tidak perlu menunggu lama",HAPPINESS
1995,"Pengiriman instan, tulisannya doang 1 jam sampe. ud bayar 22rb tp giliran butuh urgent, drivernya ga bagus.. bukan gojek/grab. Mending dihapus aja opsi instannya. Mau komplain jg ga ada yg layanin., suru telp atau tanya ke drivernya.. eh nomor drivernya fiktif.. ga aktif. SURAM",ANGER
1996,Bagus dalam memberikan solusi,HAPPINESS
1997,"Tolong diubah input alamat pengiriman bisa manual, masukkan melalui peta udah dipaskan sesuai titik detil alamat berubah kurir jadi bingung.",SADNESS
1998,parah siihh...seperti biasa kesalahan tidak diperbaiki..paket saya tertulis estimasi tiba tanggal 3 maret..tapi sampai saat ini paket saya belum tiba...dan jawaban dari pihak halodoc hanya minta maaf terus tapi tidak ada perbaikan...parahh memang..dan tidak ada pemberitahuan paket saya berada dimana sampai saat ini..padahal pesanan sudah dibayar...tidak bertanggung jawab memang,ANGER
1999,konsultasi dimana saja dan kapan saja,HAPPINESS
2000,Membantu,HAPPINESS
2001,Dokter penyakit dalamnya selalu respon nya lama.... Gak kaya aplikasi sebelah,SADNESS
2002,Dana aku dikembalikan TPI gak dapet surat kesehatan nya,SADNESS
2003,"Sangat peraktis & mudah.tpi Untuk biaya ongkos kiriman nya,sangat mahal klo instant 22.000,untuk 1 atau 2 obt.. blm obt²an yg lain nya.beda driver nya dngn hrga ongkir 22.000, untuk hrga obt nya murah.tpi berat di ongkos kirim nya,seharus nya hrga ongkir nya 10.000. Blm ada biaya penanganan nya. Jdi Tidak bnyk pengeluaran uang ongkir nya.. biasa nya dlu klo mesen obt lebih dri 1,driver nya hnya 1 udh membawa semua obt yg di pesan. Tpi skrng tidak,untuk 3 obt driver nya beda².",SADNESS
2004,cepat penanganan jelas,HAPPINESS
2005,Dokter fast respon dalam melakukan konsultasi,HAPPINESS
2006,Jos Gandossss,HAPPINESS
2007,Ini kenapa ya saya sudah bayar tapi dokternya tidak bisa di hubungi dan uangnya tidak langsung di kembalikan. Saya mau chat lagi ga bisa! Kira kira butuh waktu berapa hari agar biaya dapat di kembalikan? Tolong responnya,SADNESS
2008,Penyelamat ketika malas ke klinik👍,HAPPINESS
2009,Dokter ny cepat menanggapi keluhan pasien. Aplikasi ini sangat membantu ketika kita dalam keadaan panik akan kesehatan.,HAPPINESS
2010,Mapsnya error terus kenapa sih waktu milih alamat error mulu anjg,SADNESS
2011,"Sangat membantu sekali aplikasi halodoc, untuk saya yang tidak bisa kemana2 jika anak sakit. Terima kasih",HAPPINESS
2012,Sangat membantu sekali bagi yang tidak sempat ntk mengantri ke rs,HAPPINESS
2013,sht pias dgn penjelasna dokter,ANGER
2014,canggih dan cepatt,HAPPINESS
2015,Dokternya Sangat membantu dan tanggap,HAPPINESS
2016,"pengantaran sangat lama. padahal butuhnya urgent, tolong perbaiki sistem pelayanannya.",SADNESS
2017,Aplikasi yg sangat membantu dan bermanfaat semoga barokah dan selalu menjaga kualitas layanan.,HAPPINESS
2018,Mitra apotiknya pelayanan nya jelek dan membuat costumer menunggu lama,SADNESS
2019,Tanggapannya cepat dan tepat. Cocok untuk saya yng males antri di RS,HAPPINESS
2020,"Sangat membantu, terimakasih yg sudah menciptakan halodoc",HAPPINESS
2021,Lebih mudah saat membutuhkan obat n berkosultasi dg dokter,HAPPINESS
2022,kereennn,HAPPINESS
2023,Sumpah ribet bgt ini apk. Pake di web gak bs pembayaran. Akhir download sama ajah. Buang buang kuota.! Padahla dulu gak kaya gini loh,ANGER
2024,Josgandos ASR,HAPPINESS
2025,"Luar biasa aplikasi halodoc, sangat membantu dan dokter nya pun sangat sangat nyaman untuk konsultasi",HAPPINESS
2026,Layanan cepat,HAPPINESS
2027,Pesan Obat jam 08.44 dengan estimasi 09.44 sampai. dan sampai 11.15 belum ada kabar. mengecewakan,SADNESS
